rpm,fault_type,K,phase,is_synthetic,base_signal_idx
1730,Ball,10.0,0.0,True,90
1730,Ball,10.0,1.5707963267948966,True,91
1730,Ball,10.0,3.141592653589793,True,92
1730,Ball,10.0,4.71238898038469,True,93
1730,Ball,50.0,0.0,True,94
1730,Ball,50.0,1.5707963267948966,True,95
1730,Ball,50.0,3.141592653589793,True,96
1730,Ball,50.0,4.71238898038469,True,97
1730,Normal,0.0,0.0,False,98
1730,Inner,1.0,0.0,True,99
1730,Inner,1.0,1.5707963267948966,True,100
1730,Inner,1.0,3.141592653589793,True,101
1730,Inner,1.0,4.71238898038469,True,102
1730,Inner,5.0,0.0,True,103
1730,Inner,5.0,1.5707963267948966,True,104
1730,Inner,5.0,3.141592653589793,True,105
1730,Inner,5.0,4.71238898038469,True,106
1730,Inner,10.0,0.0,True,107
1730,Inner,10.0,1.5707963267948966,True,108
1730,Inner,10.0,3.141592653589793,True,109
1730,Inner,10.0,4.71238898038469,True,110
1730,Inner,50.0,0.0,True,111
1730,Inner,50.0,1.5707963267948966,True,112
1730,Inner,50.0,3.141592653589793,True,113
1730,Inner,50.0,4.71238898038469,True,114
1730,Outer,1.0,0.0,True,115
1730,Outer,1.0,1.5707963267948966,True,116
1730,Outer,1.0,3.141592653589793,True,117
1730,Outer,1.0,4.71238898038469,True,118
1730,Outer,5.0,0.0,True,119
1730,Outer,5.0,1.5707963267948966,True,120
1730,Outer,5.0,3.141592653589793,True,121
1730,Outer,5.0,4.71238898038469,True,122
1730,Outer,10.0,0.0,True,123
1730,Outer,10.0,1.5707963267948966,True,124
1730,Outer,10.0,3.141592653589793,True,125
1730,Outer,10.0,4.71238898038469,True,126
1730,Outer,50.0,0.0,True,127
1730,Outer,50.0,1.5707963267948966,True,128
1730,Outer,50.0,3.141592653589793,True,129
1730,Outer,50.0,4.71238898038469,True,130
1730,Ball,1.0,0.0,True,131
1730,Ball,1.0,1.5707963267948966,True,132
1730,Ball,1.0,3.141592653589793,True,133
1730,Ball,1.0,4.71238898038469,True,134
1730,Ball,5.0,0.0,True,135
1730,Ball,5.0,1.5707963267948966,True,136
1730,Ball,5.0,3.141592653589793,True,137
1730,Ball,5.0,4.71238898038469,True,138
1730,Ball,10.0,0.0,True,139
1730,Ball,10.0,1.5707963267948966,True,140
1730,Ball,10.0,3.141592653589793,True,141
1730,Ball,10.0,4.71238898038469,True,142
1730,Ball,50.0,0.0,True,143
1730,Ball,50.0,1.5707963267948966,True,144
1730,Ball,50.0,3.141592653589793,True,145
1730,Ball,50.0,4.71238898038469,True,146
1730,Normal,0.0,0.0,False,147
1730,Inner,1.0,0.0,True,148
1730,Inner,1.0,1.5707963267948966,True,149
1730,Inner,1.0,3.141592653589793,True,150
1730,Inner,1.0,4.71238898038469,True,151
1730,Inner,5.0,0.0,True,152
1730,Inner,5.0,1.5707963267948966,True,153
1730,Inner,5.0,3.141592653589793,True,154
1730,Inner,5.0,4.71238898038469,True,155
1730,Inner,10.0,0.0,True,156
1730,Inner,10.0,1.5707963267948966,True,157
1730,Inner,10.0,3.141592653589793,True,158
1730,Inner,10.0,4.71238898038469,True,159
1730,Inner,50.0,0.0,True,160
1730,Inner,50.0,1.5707963267948966,True,161
1730,Inner,50.0,3.141592653589793,True,162
1730,Inner,50.0,4.71238898038469,True,163
1730,Outer,1.0,0.0,True,164
1730,Outer,1.0,1.5707963267948966,True,165
1730,Outer,1.0,3.141592653589793,True,166
1730,Outer,1.0,4.71238898038469,True,167
1730,Outer,5.0,0.0,True,168
1730,Outer,5.0,1.5707963267948966,True,169
1730,Outer,5.0,3.141592653589793,True,170
1730,Outer,5.0,4.71238898038469,True,171
1730,Outer,10.0,0.0,True,172
1730,Outer,10.0,1.5707963267948966,True,173
1730,Outer,10.0,3.141592653589793,True,174
1730,Outer,10.0,4.71238898038469,True,175
1730,Outer,50.0,0.0,True,176
1730,Outer,50.0,1.5707963267948966,True,177
1730,Outer,50.0,3.141592653589793,True,178
1730,Outer,50.0,4.71238898038469,True,179
1730,Ball,1.0,0.0,True,180
1730,Ball,1.0,1.5707963267948966,True,181
1730,Ball,1.0,3.141592653589793,True,182
1730,Ball,1.0,4.71238898038469,True,183
1730,Ball,5.0,0.0,True,184
1730,Ball,5.0,1.5707963267948966,True,185
1730,Ball,5.0,3.141592653589793,True,186
1730,Ball,5.0,4.71238898038469,True,187
1730,Ball,10.0,0.0,True,188
1730,Ball,10.0,1.5707963267948966,True,189
1730,Ball,10.0,3.141592653589793,True,190
1730,Ball,10.0,4.71238898038469,True,191
1730,Ball,50.0,0.0,True,192
1730,Ball,50.0,1.5707963267948966,True,193
1730,Ball,50.0,3.141592653589793,True,194
1730,Ball,50.0,4.71238898038469,True,195
1730,Normal,0.0,0.0,False,196
1730,Inner,1.0,0.0,True,197
1730,Inner,1.0,1.5707963267948966,True,198
1730,Inner,1.0,3.141592653589793,True,199
1730,Inner,1.0,4.71238898038469,True,200
1730,Inner,5.0,0.0,True,201
1730,Inner,5.0,1.5707963267948966,True,202
1730,Inner,5.0,3.141592653589793,True,203
1730,Inner,5.0,4.71238898038469,True,204
1730,Inner,10.0,0.0,True,205
1730,Inner,10.0,1.5707963267948966,True,206
1730,Inner,10.0,3.141592653589793,True,207
1730,Inner,10.0,4.71238898038469,True,208
1730,Inner,50.0,0.0,True,209
1730,Inner,50.0,1.5707963267948966,True,210
1730,Inner,50.0,3.141592653589793,True,211
1730,Inner,50.0,4.71238898038469,True,212
1730,Outer,1.0,0.0,True,213
1730,Outer,1.0,1.5707963267948966,True,214
1730,Outer,1.0,3.141592653589793,True,215
1730,Outer,1.0,4.71238898038469,True,216
1730,Outer,5.0,0.0,True,217
1730,Outer,5.0,1.5707963267948966,True,218
1730,Outer,5.0,3.141592653589793,True,219
1730,Outer,5.0,4.71238898038469,True,220
1730,Outer,10.0,0.0,True,221
1730,Outer,10.0,1.5707963267948966,True,222
1730,Outer,10.0,3.141592653589793,True,223
1730,Outer,10.0,4.71238898038469,True,224
1730,Outer,50.0,0.0,True,225
1730,Outer,50.0,1.5707963267948966,True,226
1730,Outer,50.0,3.141592653589793,True,227
1730,Outer,50.0,4.71238898038469,True,228
1730,Ball,1.0,0.0,True,229
1730,Ball,1.0,1.5707963267948966,True,230
1730,Ball,1.0,3.141592653589793,True,231
1730,Ball,1.0,4.71238898038469,True,232
1730,Ball,5.0,0.0,True,233
1730,Ball,5.0,1.5707963267948966,True,234
1730,Ball,5.0,3.141592653589793,True,235
1730,Ball,5.0,4.71238898038469,True,236
1730,Ball,10.0,0.0,True,237
1730,Ball,10.0,1.5707963267948966,True,238
1730,Ball,10.0,3.141592653589793,True,239
1730,Ball,10.0,4.71238898038469,True,240
1730,Ball,50.0,0.0,True,241
1730,Ball,50.0,1.5707963267948966,True,242
1730,Ball,50.0,3.141592653589793,True,243
1730,Ball,50.0,4.71238898038469,True,244
1730,Normal,0.0,0.0,False,245
1730,Inner,1.0,0.0,True,246
1730,Inner,1.0,1.5707963267948966,True,247
1730,Inner,1.0,3.141592653589793,True,248
1730,Inner,1.0,4.71238898038469,True,249
1730,Inner,5.0,0.0,True,250
1730,Inner,5.0,1.5707963267948966,True,251
1730,Inner,5.0,3.141592653589793,True,252
1730,Inner,5.0,4.71238898038469,True,253
1730,Inner,10.0,0.0,True,254
1730,Inner,10.0,1.5707963267948966,True,255
1730,Inner,10.0,3.141592653589793,True,256
1730,Inner,10.0,4.71238898038469,True,257
1730,Inner,50.0,0.0,True,258
1730,Inner,50.0,1.5707963267948966,True,259
1730,Inner,50.0,3.141592653589793,True,260
1730,Inner,50.0,4.71238898038469,True,261
1730,Outer,1.0,0.0,True,262
1730,Outer,1.0,1.5707963267948966,True,263
1730,Outer,1.0,3.141592653589793,True,264
1730,Outer,1.0,4.71238898038469,True,265
1730,Outer,5.0,0.0,True,266
1730,Outer,5.0,1.5707963267948966,True,267
1730,Outer,5.0,3.141592653589793,True,268
1730,Outer,5.0,4.71238898038469,True,269
1730,Outer,10.0,0.0,True,270
1730,Outer,10.0,1.5707963267948966,True,271
1730,Outer,10.0,3.141592653589793,True,272
1730,Outer,10.0,4.71238898038469,True,273
1730,Outer,50.0,0.0,True,274
1730,Outer,50.0,1.5707963267948966,True,275
1730,Outer,50.0,3.141592653589793,True,276
1730,Outer,50.0,4.71238898038469,True,277
1730,Ball,1.0,0.0,True,278
1730,Ball,1.0,1.5707963267948966,True,279
1730,Ball,1.0,3.141592653589793,True,280
1730,Ball,1.0,4.71238898038469,True,281
1730,Ball,5.0,0.0,True,282
1730,Ball,5.0,1.5707963267948966,True,283
1730,Ball,5.0,3.141592653589793,True,284
1730,Ball,5.0,4.71238898038469,True,285
1730,Ball,10.0,0.0,True,286
1730,Ball,10.0,1.5707963267948966,True,287
1730,Ball,10.0,3.141592653589793,True,288
1730,Ball,10.0,4.71238898038469,True,289
1730,Ball,50.0,0.0,True,290
1730,Ball,50.0,1.5707963267948966,True,291
1730,Ball,50.0,3.141592653589793,True,292
1730,Ball,50.0,4.71238898038469,True,293
1730,Normal,0.0,0.0,False,294
1730,Inner,1.0,0.0,True,295
1730,Inner,1.0,1.5707963267948966,True,296
1730,Inner,1.0,3.141592653589793,True,297
1730,Inner,1.0,4.71238898038469,True,298
1730,Inner,5.0,0.0,True,299
1730,Inner,5.0,1.5707963267948966,True,300
1730,Inner,5.0,3.141592653589793,True,301
1730,Inner,5.0,4.71238898038469,True,302
1730,Inner,10.0,0.0,True,303
1730,Inner,10.0,1.5707963267948966,True,304
1730,Inner,10.0,3.141592653589793,True,305
1730,Inner,10.0,4.71238898038469,True,306
1730,Inner,50.0,0.0,True,307
1730,Inner,50.0,1.5707963267948966,True,308
1730,Inner,50.0,3.141592653589793,True,309
1730,Inner,50.0,4.71238898038469,True,310
1730,Outer,1.0,0.0,True,311
1730,Outer,1.0,1.5707963267948966,True,312
1730,Outer,1.0,3.141592653589793,True,313
1730,Outer,1.0,4.71238898038469,True,314
1730,Outer,5.0,0.0,True,315
1730,Outer,5.0,1.5707963267948966,True,316
1730,Outer,5.0,3.141592653589793,True,317
1730,Outer,5.0,4.71238898038469,True,318
1730,Outer,10.0,0.0,True,319
1730,Outer,10.0,1.5707963267948966,True,320
1730,Outer,10.0,3.141592653589793,True,321
1730,Outer,10.0,4.71238898038469,True,322
1730,Outer,50.0,0.0,True,323
1730,Outer,50.0,1.5707963267948966,True,324
1730,Outer,50.0,3.141592653589793,True,325
1730,Outer,50.0,4.71238898038469,True,326
1730,Ball,1.0,0.0,True,327
1730,Ball,1.0,1.5707963267948966,True,328
1730,Ball,1.0,3.141592653589793,True,329
1730,Ball,1.0,4.71238898038469,True,330
1730,Ball,5.0,0.0,True,331
1730,Ball,5.0,1.5707963267948966,True,332
1730,Ball,5.0,3.141592653589793,True,333
1730,Ball,5.0,4.71238898038469,True,334
1730,Ball,10.0,0.0,True,335
1730,Ball,10.0,1.5707963267948966,True,336
1730,Ball,10.0,3.141592653589793,True,337
1730,Ball,10.0,4.71238898038469,True,338
1730,Ball,50.0,0.0,True,339
1730,Ball,50.0,1.5707963267948966,True,340
1730,Ball,50.0,3.141592653589793,True,341
1730,Ball,50.0,4.71238898038469,True,342
1730,Normal,0.0,0.0,False,343
1730,Inner,1.0,0.0,True,344
1730,Inner,1.0,1.5707963267948966,True,345
1730,Inner,1.0,3.141592653589793,True,346
1730,Inner,1.0,4.71238898038469,True,347
1730,Inner,5.0,0.0,True,348
1730,Inner,5.0,1.5707963267948966,True,349
1730,Inner,5.0,3.141592653589793,True,350
1730,Inner,5.0,4.71238898038469,True,351
1730,Inner,10.0,0.0,True,352
1730,Inner,10.0,1.5707963267948966,True,353
1730,Inner,10.0,3.141592653589793,True,354
1730,Inner,10.0,4.71238898038469,True,355
1730,Inner,50.0,0.0,True,356
1730,Inner,50.0,1.5707963267948966,True,357
1730,Inner,50.0,3.141592653589793,True,358
1730,Inner,50.0,4.71238898038469,True,359
1730,Outer,1.0,0.0,True,360
1730,Outer,1.0,1.5707963267948966,True,361
1730,Outer,1.0,3.141592653589793,True,362
1730,Outer,1.0,4.71238898038469,True,363
1730,Outer,5.0,0.0,True,364
1730,Outer,5.0,1.5707963267948966,True,365
1730,Outer,5.0,3.141592653589793,True,366
1730,Outer,5.0,4.71238898038469,True,367
1730,Outer,10.0,0.0,True,368
1730,Outer,10.0,1.5707963267948966,True,369
1730,Outer,10.0,3.141592653589793,True,370
1730,Outer,10.0,4.71238898038469,True,371
1730,Outer,50.0,0.0,True,372
1730,Outer,50.0,1.5707963267948966,True,373
1730,Outer,50.0,3.141592653589793,True,374
1730,Outer,50.0,4.71238898038469,True,375
1730,Ball,1.0,0.0,True,376
1730,Ball,1.0,1.5707963267948966,True,377
1730,Ball,1.0,3.141592653589793,True,378
1730,Ball,1.0,4.71238898038469,True,379
1730,Ball,5.0,0.0,True,380
1730,Ball,5.0,1.5707963267948966,True,381
1730,Ball,5.0,3.141592653589793,True,382
1730,Ball,5.0,4.71238898038469,True,383
1730,Ball,10.0,0.0,True,384
1730,Ball,10.0,1.5707963267948966,True,385
1730,Ball,10.0,3.141592653589793,True,386
1730,Ball,10.0,4.71238898038469,True,387
1730,Ball,50.0,0.0,True,388
1730,Ball,50.0,1.5707963267948966,True,389
1730,Ball,50.0,3.141592653589793,True,390
1730,Ball,50.0,4.71238898038469,True,391
1730,Normal,0.0,0.0,False,392
1730,Inner,1.0,0.0,True,393
1730,Inner,1.0,1.5707963267948966,True,394
1730,Inner,1.0,3.141592653589793,True,395
1730,Inner,1.0,4.71238898038469,True,396
1730,Inner,5.0,0.0,True,397
1730,Inner,5.0,1.5707963267948966,True,398
1730,Inner,5.0,3.141592653589793,True,399
1730,Inner,5.0,4.71238898038469,True,400
1730,Inner,10.0,0.0,True,401
1730,Inner,10.0,1.5707963267948966,True,402
1730,Inner,10.0,3.141592653589793,True,403
1730,Inner,10.0,4.71238898038469,True,404
1730,Inner,50.0,0.0,True,405
1730,Inner,50.0,1.5707963267948966,True,406
1730,Inner,50.0,3.141592653589793,True,407
1730,Inner,50.0,4.71238898038469,True,408
1730,Outer,1.0,0.0,True,409
1730,Outer,1.0,1.5707963267948966,True,410
1730,Outer,1.0,3.141592653589793,True,411
1730,Outer,1.0,4.71238898038469,True,412
1730,Outer,5.0,0.0,True,413
1730,Outer,5.0,1.5707963267948966,True,414
1730,Outer,5.0,3.141592653589793,True,415
1730,Outer,5.0,4.71238898038469,True,416
1730,Outer,10.0,0.0,True,417
1730,Outer,10.0,1.5707963267948966,True,418
1730,Outer,10.0,3.141592653589793,True,419
1730,Outer,10.0,4.71238898038469,True,420
1730,Outer,50.0,0.0,True,421
1730,Outer,50.0,1.5707963267948966,True,422
1730,Outer,50.0,3.141592653589793,True,423
1730,Outer,50.0,4.71238898038469,True,424
1730,Ball,1.0,0.0,True,425
1730,Ball,1.0,1.5707963267948966,True,426
1730,Ball,1.0,3.141592653589793,True,427
1730,Ball,1.0,4.71238898038469,True,428
1730,Ball,5.0,0.0,True,429
1730,Ball,5.0,1.5707963267948966,True,430
1730,Ball,5.0,3.141592653589793,True,431
1730,Ball,5.0,4.71238898038469,True,432
1730,Ball,10.0,0.0,True,433
1730,Ball,10.0,1.5707963267948966,True,434
1730,Ball,10.0,3.141592653589793,True,435
1730,Ball,10.0,4.71238898038469,True,436
1730,Ball,50.0,0.0,True,437
1730,Ball,50.0,1.5707963267948966,True,438
1730,Ball,50.0,3.141592653589793,True,439
1730,Ball,50.0,4.71238898038469,True,440
1730,Normal,0.0,0.0,False,441
1730,Inner,1.0,0.0,True,442
1730,Inner,1.0,1.5707963267948966,True,443
1730,Inner,1.0,3.141592653589793,True,444
1730,Inner,1.0,4.71238898038469,True,445
1730,Inner,5.0,0.0,True,446
1730,Inner,5.0,1.5707963267948966,True,447
1730,Inner,5.0,3.141592653589793,True,448
1730,Inner,5.0,4.71238898038469,True,449
1730,Inner,10.0,0.0,True,450
1730,Inner,10.0,1.5707963267948966,True,451
1730,Inner,10.0,3.141592653589793,True,452
1730,Inner,10.0,4.71238898038469,True,453
1730,Inner,50.0,0.0,True,454
1730,Inner,50.0,1.5707963267948966,True,455
1730,Inner,50.0,3.141592653589793,True,456
1730,Inner,50.0,4.71238898038469,True,457
1730,Outer,1.0,0.0,True,458
1730,Outer,1.0,1.5707963267948966,True,459
1730,Outer,1.0,3.141592653589793,True,460
1730,Outer,1.0,4.71238898038469,True,461
1730,Outer,5.0,0.0,True,462
1730,Outer,5.0,1.5707963267948966,True,463
1730,Outer,5.0,3.141592653589793,True,464
1730,Outer,5.0,4.71238898038469,True,465
1730,Outer,10.0,0.0,True,466
1730,Outer,10.0,1.5707963267948966,True,467
1730,Outer,10.0,3.141592653589793,True,468
1730,Outer,10.0,4.71238898038469,True,469
1730,Outer,50.0,0.0,True,470
1730,Outer,50.0,1.5707963267948966,True,471
1730,Outer,50.0,3.141592653589793,True,472
1730,Outer,50.0,4.71238898038469,True,473
1730,Ball,1.0,0.0,True,474
1730,Ball,1.0,1.5707963267948966,True,475
1730,Ball,1.0,3.141592653589793,True,476
1730,Ball,1.0,4.71238898038469,True,477
1730,Ball,5.0,0.0,True,478
1730,Ball,5.0,1.5707963267948966,True,479
1730,Ball,5.0,3.141592653589793,True,480
1730,Ball,5.0,4.71238898038469,True,481
1730,Ball,10.0,0.0,True,482
1730,Ball,10.0,1.5707963267948966,True,483
1730,Ball,10.0,3.141592653589793,True,484
1730,Ball,10.0,4.71238898038469,True,485
1730,Ball,50.0,0.0,True,486
1730,Ball,50.0,1.5707963267948966,True,487
1730,Ball,50.0,3.141592653589793,True,488
1730,Ball,50.0,4.71238898038469,True,489
1730,Normal,0.0,0.0,False,490
1730,Inner,1.0,0.0,True,491
1730,Inner,1.0,1.5707963267948966,True,492
1730,Inner,1.0,3.141592653589793,True,493
1730,Inner,1.0,4.71238898038469,True,494
1730,Inner,5.0,0.0,True,495
1730,Inner,5.0,1.5707963267948966,True,496
1730,Inner,5.0,3.141592653589793,True,497
1730,Inner,5.0,4.71238898038469,True,498
1730,Inner,10.0,0.0,True,499
1730,Inner,10.0,1.5707963267948966,True,500
1730,Inner,10.0,3.141592653589793,True,501
1730,Inner,10.0,4.71238898038469,True,502
1730,Inner,50.0,0.0,True,503
1730,Inner,50.0,1.5707963267948966,True,504
1730,Inner,50.0,3.141592653589793,True,505
1730,Inner,50.0,4.71238898038469,True,506
1730,Outer,1.0,0.0,True,507
1730,Outer,1.0,1.5707963267948966,True,508
1730,Outer,1.0,3.141592653589793,True,509
1730,Outer,1.0,4.71238898038469,True,510
1730,Outer,5.0,0.0,True,511
1730,Outer,5.0,1.5707963267948966,True,512
1730,Outer,5.0,3.141592653589793,True,513
1730,Outer,5.0,4.71238898038469,True,514
1730,Outer,10.0,0.0,True,515
1730,Outer,10.0,1.5707963267948966,True,516
1730,Outer,10.0,3.141592653589793,True,517
1730,Outer,10.0,4.71238898038469,True,518
1730,Outer,50.0,0.0,True,519
1730,Outer,50.0,1.5707963267948966,True,520
1730,Outer,50.0,3.141592653589793,True,521
1730,Outer,50.0,4.71238898038469,True,522
1730,Ball,1.0,0.0,True,523
1730,Ball,1.0,1.5707963267948966,True,524
1730,Ball,1.0,3.141592653589793,True,525
1730,Ball,1.0,4.71238898038469,True,526
1730,Ball,5.0,0.0,True,527
1730,Ball,5.0,1.5707963267948966,True,528
1730,Ball,5.0,3.141592653589793,True,529
1730,Ball,5.0,4.71238898038469,True,530
1730,Ball,10.0,0.0,True,531
1730,Ball,10.0,1.5707963267948966,True,532
1730,Ball,10.0,3.141592653589793,True,533
1730,Ball,10.0,4.71238898038469,True,534
1730,Ball,50.0,0.0,True,535
1730,Ball,50.0,1.5707963267948966,True,536
1730,Ball,50.0,3.141592653589793,True,537
1730,Ball,50.0,4.71238898038469,True,538
1730,Normal,0.0,0.0,False,539
1730,Inner,1.0,0.0,True,540
1730,Inner,1.0,1.5707963267948966,True,541
1730,Inner,1.0,3.141592653589793,True,542
1730,Inner,1.0,4.71238898038469,True,543
1730,Inner,5.0,0.0,True,544
1730,Inner,5.0,1.5707963267948966,True,545
1730,Inner,5.0,3.141592653589793,True,546
1730,Inner,5.0,4.71238898038469,True,547
1730,Inner,10.0,0.0,True,548
1730,Inner,10.0,1.5707963267948966,True,549
1730,Inner,10.0,3.141592653589793,True,550
1730,Inner,10.0,4.71238898038469,True,551
1730,Inner,50.0,0.0,True,552
1730,Inner,50.0,1.5707963267948966,True,553
1730,Inner,50.0,3.141592653589793,True,554
1730,Inner,50.0,4.71238898038469,True,555
1730,Outer,1.0,0.0,True,556
1730,Outer,1.0,1.5707963267948966,True,557
1730,Outer,1.0,3.141592653589793,True,558
1730,Outer,1.0,4.71238898038469,True,559
1730,Outer,5.0,0.0,True,560
1730,Outer,5.0,1.5707963267948966,True,561
1730,Outer,5.0,3.141592653589793,True,562
1730,Outer,5.0,4.71238898038469,True,563
1730,Outer,10.0,0.0,True,564
1730,Outer,10.0,1.5707963267948966,True,565
1730,Outer,10.0,3.141592653589793,True,566
1730,Outer,10.0,4.71238898038469,True,567
1730,Outer,50.0,0.0,True,568
1730,Outer,50.0,1.5707963267948966,True,569
1730,Outer,50.0,3.141592653589793,True,570
1730,Outer,50.0,4.71238898038469,True,571
1730,Ball,1.0,0.0,True,572
1730,Ball,1.0,1.5707963267948966,True,573
1730,Ball,1.0,3.141592653589793,True,574
1730,Ball,1.0,4.71238898038469,True,575
1730,Ball,5.0,0.0,True,576
1730,Ball,5.0,1.5707963267948966,True,577
1730,Ball,5.0,3.141592653589793,True,578
1730,Ball,5.0,4.71238898038469,True,579
1730,Ball,10.0,0.0,True,580
1730,Ball,10.0,1.5707963267948966,True,581
1730,Ball,10.0,3.141592653589793,True,582
1730,Ball,10.0,4.71238898038469,True,583
1730,Ball,50.0,0.0,True,584
1730,Ball,50.0,1.5707963267948966,True,585
1730,Ball,50.0,3.141592653589793,True,586
1730,Ball,50.0,4.71238898038469,True,587
1730,Normal,0.0,0.0,False,588
1730,Inner,1.0,0.0,True,589
1730,Inner,1.0,1.5707963267948966,True,590
1730,Inner,1.0,3.141592653589793,True,591
1730,Inner,1.0,4.71238898038469,True,592
1730,Inner,5.0,0.0,True,593
1730,Inner,5.0,1.5707963267948966,True,594
1730,Inner,5.0,3.141592653589793,True,595
1730,Inner,5.0,4.71238898038469,True,596
1730,Inner,10.0,0.0,True,597
1730,Inner,10.0,1.5707963267948966,True,598
1730,Inner,10.0,3.141592653589793,True,599
1730,Inner,10.0,4.71238898038469,True,600
1730,Inner,50.0,0.0,True,601
1730,Inner,50.0,1.5707963267948966,True,602
1730,Inner,50.0,3.141592653589793,True,603
1730,Inner,50.0,4.71238898038469,True,604
1730,Outer,1.0,0.0,True,605
1730,Outer,1.0,1.5707963267948966,True,606
1730,Outer,1.0,3.141592653589793,True,607
1730,Outer,1.0,4.71238898038469,True,608
1730,Outer,5.0,0.0,True,609
1730,Outer,5.0,1.5707963267948966,True,610
1730,Outer,5.0,3.141592653589793,True,611
1730,Outer,5.0,4.71238898038469,True,612
1730,Outer,10.0,0.0,True,613
1730,Outer,10.0,1.5707963267948966,True,614
1730,Outer,10.0,3.141592653589793,True,615
1730,Outer,10.0,4.71238898038469,True,616
1730,Outer,50.0,0.0,True,617
1730,Outer,50.0,1.5707963267948966,True,618
1730,Outer,50.0,3.141592653589793,True,619
1730,Outer,50.0,4.71238898038469,True,620
1730,Ball,1.0,0.0,True,621
1730,Ball,1.0,1.5707963267948966,True,622
1730,Ball,1.0,3.141592653589793,True,623
1730,Ball,1.0,4.71238898038469,True,624
1730,Ball,5.0,0.0,True,625
1730,Ball,5.0,1.5707963267948966,True,626
1730,Ball,5.0,3.141592653589793,True,627
